exam_file,id,stem,option_A,option_B,option_C,option_D,correct_option
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-365,خانمی نولی‌گراوید با حاملگی ۴۱ هفته جهت ختم بارداری بستری شده است. کدامیک از گزینه‌های زیر سبب کاهش موفقیت القای زایمان می‌شود؟ - الف) Bishop score ۷,null,انجام stripping,station = 0,amniotic membrane stripping,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-366,خانمی ۵۲ ساله با حاملگی ترم، پس از زایمان دچار خونریزی روشن و نسبتا زیاد می‌باشد. رحم منقبض است. در بررسی کانال زایمان: واژن و سرویکس سالم است. حفره رحم دارای Sab در لترال چپ می‌باشد. اقدام مناسب کدام است؟ - الف) سونوگرافی شکم و لگن,null,پک کردن حفره رحم,لاپاراتومی اورژانس,تجویز بوتروتونیک و درمان انتظاری,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-374,کدامیک از روش‌های جراحی زیر در اصلاح بی‌اختیاری استرسی ادرار موثر است؟ - الف) Kelly plication,null,کولپورافی قدامی,BURCH,نیدل ساسپنشن,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-375,کدامیک از حرکات اصلی جنین در طی زایمان باعث کاهش قطر عرضی سر جنین برای عبور از لگن شده و شرط اصلی زایمان است؟ - (A) آنگازمان (Engagement),null,فلکشن (Flexion),اینترنال روتیشن (Internal Rotation),اکستنشن (Extension),
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-376,خانمی با بارداری ۴۰ هفته و پرزانتاسیون سفالیک با انقباضات نامناسب رحمی مراجعه کرده است. به منظور Augmentation یک دوز میزوپروستول 75 mcg خوراکی ۴ ساعت پیش تجویز شده است. انقباضات هنوز نامناسب است. اقدام مناسب بعدی کدام است؟ - الف) تکرار دوز قبلی,null,تجویز دوز 100 mcg میزوپروستول خوراکی,اینداکشن با اکسی‌توسین,درمان انتظاری تا ۲ ساعت بعد,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-377,خانمی در مرحله ۲ زایمان دچار arrest زایمان شده و در حین سزارین، به دلیل گیر کردن سر جنین، خروج آن مشکل است. تمام تکنیک‌های زیر جهت خروج سر جنین صحیح است بجز؟ - الف) Dislodge کردن سر جنین,null,خروج جنین به روش بریچ (Breech),TE کردن جنین با بالا کشیدن یکی از شانه‌ها,گذاشتن بالون از راه واژن زیر سر جنین و باد کردن آن,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-385,کدامیک از موارد زیر، جزو اجزای ارزیابی استاندارد سونوگرافی جنین در حاملگی ۱۳ هفتهاست؟ - الف) داپلر شریان رحمی,null,محل اتصال بند ناف به دیواره شکم,برآورد وزن جنین,تعیین انیدکس مایع آمنیوتیک,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-386,در سونوگرافی استاندارد جنینی در هفته ۱۸ بارداری، میزان HC (دور سر) سه انحراف معیار زیر میانگین است. اقدام مناسب بعدی کدام است؟ - الف) ادامه مراقبت روتین بارداری,null,آمنیوسنتز,سونوگرافی پیشرفته,تکرار سونوگرافی در ۲ هفته,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-388,خانمی با حاملگی ۷ هفته و به دلیل پارگی کیسه آب، تحت اینداکشن و مونیتور جهت زایمان است. انقباضات منظم و در معاینه دیلاتاسیون ۴ سانت است. FHR در حد ۱۴۰ ضربه در دقیقه بوده و از یک ساعت پیش نمای خط پایه (baseline) به صورت نوسانی یا Saltatory مشاهده می‌شود. سایر یافته‌های تراسه نرمال است. اقدام مناسب کدام است؟ - الف) سزارین اورژانس,null,قطع اکسی توسین,تخلیه مثانه,ادامه مونیتورینگ,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-389,خانمی ۳۰ ساله PG با حاملگی ۳۳ هفته با تشخیص پره‌اکلامپسی شدید بستری و ختم واژینال بارداری انجام شد. پس از زایمان، بدلیل درد شدید RUQ تحت انجام CT-scan قرار گرفت که موید هماتوم حجیم ساب‌کپسولر کبدی (150x100) است. علائم حیاتی پایدار می‌باشد. اقدام مناسب کدام است؟ - الف) جراحی باز فوری,null,امبولیزاسیون آنژیوگرافیک,جراحی لاپاروسکوپیک,نظارت دقیق,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-390,خانمی ۴۱ ساله با بارداری ۷ هفته به اورژانس آورده شده است. BP=150/90، FHR نرمال است. سولفات منیزیم و بتامتازون شروع شد. در ارزیابی‌های انجام شده: جنین سفالیک و PF نرمال است. پاسخ آزمایشات: PLT=60000، ALT=140، Cr=1.2، P/C ratio=0.5. در تکرار نیز مشابه گزارش شده است. اقدام مناسب در رابطه با تداوم حاملگی کدام است؟ - الف) ختم بارداری ۴۸ ساعت بعد,null,سزارین اورژانس,مداخله فوری جهت زایمان,درمان انتظاری,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-391,خانمی با بارداری ۲۲ هفته و دو نوبت سونوگرافی در مراکز معتبر دال بر محدودیت شدید رشد جنین و معکوس شدگی جریان پایان دیاستولی (3 (Stage) مراجعه کرده است. هفته‌ی قبل بتامتازون دریافت شده است. اقدام مناسب چیست؟ - الف) NST روزانه,null,داپلر روز در میان,ختم بارداری,BPP روز در میان,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-392,خانمی PG با بارداری ۳۴ هفته دوقلو MC-DA و اختلاف وزن ۳۰٪ بین دو قلو جهت مشاوره مراجعه کرده است. داپلر هر دو قلو نرمال است. سونوگرافی بعدی چند هفته بعد انجام شود؟ - الف) یک هفته,null,دو هفته,سه هفته,چهار هفته,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-393,خانمی ۳۶ ساله با بارداری ۳۳ هفته را که از هفته قبل با تشخیص کاردیومیوپاتی در بخش قلب بستری بوده، به دلیل آبریزش به زایشگاه منتقل می‌کنند. BP=177/109 است. اقدام صحیح کدام است؟ - الف) ختم بارداری,null,تجویز آنتیکوآگولانت,شروع سولفات تراپی,سعی در افزایش افترلود,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-394,خانمی ۳۶ ساله با سابقه فشارخون از یکسال قبل و مصرف روزانه قرص لابتالول جهت مشاوره پیش از بارداری مراجعه کرده است. کدامیک از اقدامات زیر صحیح است؟ - الف) تغییر دارو به متیل دوپا,null,انجام اکوی قلب,تعیین نسبت پروتئین به کراتینین,شروع آسپرین پیش از بارداری,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-395,در سونوگرافی انجام شده در خانم باردار ۲۴ هفته، هیدروپس جنینی گزارش شده است. همه موارد زیر جزو بررسی‌های اولیه می‌باشد، بجز؟ - الف) تست کومبس غیرمستقیم مادر,null,سونوگرافی آناتومیک پیشرفته,اکوکاردیوگرافی قلب جنین,بررسی مادر از نظر تالاسمی,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-416,خانمی ۳۳ ساله G1 دو قلویی دی‌کوریون دی‌آمنیون در هفته ۱۱ حاملگی مراجعه کرده است. جهت پیشگویی زایمان زودرس اقدام مناسب کدام است؟ - الف) بررسی طول سرویکس در هفته ۱۲,null,بررسی سرویکس و فیبرونکتین در هفته ۱۶,بررسی طول سرویکس در هفته ۱۶,نیاز به اقدام خاصی نیست,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-417,خانم ۲۴ ساله G1 با شکایت هیرسوتیسم مراجعه کرده است و با توجه به معیار فریدمن گالوی امتیاز ۱۵ می‌گیرد. پریودهای وی مرتب است و در بررسی آزمایشگاهی، غلظت تستوسترون توتال بالا گزارش شده است. بهترین اقدام چیست؟ - الف) فیناسترید + OCP واجد سیپروترون استات,null,تجویز اسپیرونولاکتون,OCP واجد سیپروترون استات,متفورمین + OCP واجد دراسپیرنون,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-425,خانم ۵۰ ساله با سابقه AUB تحت TAH قرار گرفته و چسبندگی شدید شکمی دارد. با شکایت پرولاپس مراجعه کرده است. در معاینه پرولاپس گرید ۲، آپمس در حد ۱+ و طول واژن ۵ سانتی‌متر است. جراحی مناسب برای این پرولاپس کدام است؟ - الف) ساسپنشن ساکرواسپینوس,null,APR,گلیامز,ابلیوکوکسیژیال ساسپنشن,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-426,بیمار با حاملگی سرویکال تحت درمان دارویی بوده و ۲ هفته قبل مرخص شده است. تیتر BHCG منفی شده است. در سونوگرافی واژینال همچنان توده سرویکال مشاهده می‌شود و بیمار با نگرانی مراجعه کرده است. کدام درمان پیشنهاد می‌شود؟ - الف) ساکشن کورتاژ,null,هیسترکتومی,متوتروکسات,فالوآپ,
fellowship_maternal_fetal_1403.jsonl,OBGYN-1403-CAT-427,خانم ۶۵ ساله با شکایت بیرون زدگی واژن مراجعه می‌کند. از بی‌اختیاری ادرار شکایت ندارد. در معاینه سرویکس ۴ سانتی‌متر پایین‌تر از هایمن قرار دارد. در پورو دینامیک انجام شده نقطه نشت ادرار در حجم‌های ۱۵۰ سی‌سی با فشار ۱۱۰ و ۱۶۰ سانتی‌متر آب مثبت شد. کدام درمان پیشنهاد می‌شود؟ - الف) هیسترکتومی واژینال و ترمیم قدامی خلفی,null,ساکرو اسپینوس ساسپنشن و هیسترکتومی واژینال,ساکرو هیستروپکسی شکمی و ترمیم قدامی خلفی,TVH و ساکرو اسپینوس ساسپنشن و اسلینگ میدیورترا,
